Index,0 [0x0][0x0],1 [0x19][0x31],2 [0x5][0x8],3 [0x3][0x1a],4 [0x3][0x1b],5 [0x3][0x1c],6 [0x3][0x1d],7 [0x4][0x18],8 [0x5][0xa],9 [0x3][0x1e],10 [0x2][0x2d],11 [0x3][0x1f],12 [0x3][0x20],13 [0x1a][0x31],14 [0x2][0x2e],15 [0x1b][0x31],16 [0x1c][0x31],17 [0x1d][0x31],18 [0x1e][0x31],19 [0x1f][0x31],20 [0x20][0x31],21 [0x19][0x32],22 [0x1a][0x32],23 [0x1b][0x32],24 [0x2][0x2f],25 [0x1c][0x32],26 [0x1d][0x32],27 [0x3][0x21],28 [0x3][0x22],29 [0x3][0x23],30 [0x1e][0x32],31 [0x3][0x24],32 [0x5][0xc],33 [0x3][0x25],34 [0x5][0xe],35 [0x5][0x10],36 [0x1f][0x32],37 [0x5][0x12],38 [0x5][0x14],39 [0x3][0x26],40 [0x2][0x30],41 [0x3][0x27],42 [0x3][0x28],43 [0x5][0x16],44 [0x7][0x4],45 [0x3][0x29],46 [0x3][0x2a],47 [0x20][0x32],48 [0x19][0x33],49 [0x3][0x2b],50 [0x1a][0x33],51 [0x1b][0x33],52 [0x1c][0x33],53 [0x1d][0x33],54 [0x1e][0x33],55 [0x1f][0x33],56 [0x20][0x33],57 [0x19][0x34],58 [0x1a][0x34],59 [0x3][0x2c],60 [0x1b][0x34],61 [0x1c][0x34]
7489,"Higanbana",false,3160,3,5,43,40,5120,1875,0,0,0,30,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,40,0,72,1,0,true,18,25,58,-1,7,0,0,0,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7490,"Hissatsu: Shinten",false,3173,4,0,0,0,5121,1875,0,34,0,62,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,39,25,0,0,0,true,0,10,20,-1,7,0,0,0,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7491,"Hissatsu: Kyuten",false,3174,4,0,0,0,5122,5275,0,34,0,64,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,39,25,0,0,0,true,0,10,1,-1,7,0,0,0,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7492,"Hissatsu: Gyoten",false,3169,4,0,0,0,5123,1875,0,34,1,54,false,20,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,39,10,0,0,0,true,0,100,22,-1,7,0,0,0,111,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
7493,"Hissatsu: Yaten",false,3170,4,0,0,0,5124,1875,0,34,3,56,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,39,10,0,0,0,true,0,100,23,-1,7,0,0,0,111,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
7494,"Hissatsu: Kaiten",false,3168,4,0,0,0,5125,1875,0,34,0,52,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,39,20,0,0,0,true,0,50,2,0,0,0,0,0,111,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7495,"Hagakure",false,3176,4,0,0,0,5126,1875,0,34,0,68,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,40,0,0,0,0,true,0,400,4,0,0,0,0,0,111,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7496,"Hissatsu: Guren",false,3177,4,0,0,0,5127,5276,0,34,0,70,false,10,false,false,false,true,false,false,false,false,false,0,true,true,4,10,2,true,39,50,0,0,0,true,0,1200,10,-1,7,0,0,68106,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7497,"Meditate",false,3172,4,0,0,0,5128,1875,0,34,0,60,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,9,0,0,0,0,68101,111,6,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7498,"Third Eye",false,3153,4,0,0,0,5129,1875,0,34,0,6,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,150,15,0,0,0,0,0,111,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7499,"Meikyo Shisui",false,3167,4,0,0,0,5130,1875,0,34,0,50,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,800,12,0,0,0,0,0,111,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7500,"Ageha",false,3154,4,0,0,0,5131,1875,0,34,0,10,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,6,0,0,true,0,600,6,-1,7,0,0,0,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7501,"Hissatsu: Seigan",false,3175,4,0,0,0,5132,1875,0,34,0,66,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,45,15,32,1252,0,true,0,10,24,-1,7,0,0,0,111,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7502,"Merciful Eyes",false,3171,4,2,0,0,5133,1875,0,34,0,58,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,10,1252,32,1252,0,true,0,10,24,0,0,0,0,0,111,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7503,"Jolt",false,3202,2,1,44,3,5157,1875,0,35,0,2,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,3,63,399,0,false,20,25,58,5,7,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7504,"Riposte",false,3201,3,0,0,0,5140,1875,0,35,0,1,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,75,30,0,false,0,25,58,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7505,"Verthunder",false,3203,2,1,45,15,5160,1875,0,35,0,4,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,50,25,58,5,5,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7506,"Corps-a-corps",false,3204,4,0,0,0,5148,1875,0,35,1,6,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,400,6,-1,7,0,0,0,112,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
7507,"Veraero",false,3205,2,1,46,9,5161,1875,0,35,0,10,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,4,0,0,0,false,50,25,58,5,3,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7508,"Tether",false,3206,2,0,44,3,5162,5281,0,35,0,15,false,30,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,3,10,0,0,0,false,25,25,58,5,7,0,0,0,112,3,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7509,"Scatter",false,3207,2,1,44,3,5163,5282,0,35,0,18,false,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,3,4,0,0,0,false,20,25,58,5,7,18,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7510,"Verfire",false,3208,2,1,45,13,5164,1875,0,35,0,26,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,3,32,1234,0,false,20,25,58,5,1,15,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7511,"Verstone",false,3209,2,1,46,7,5165,1875,0,35,0,30,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,3,32,1235,0,false,20,25,58,5,4,16,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7512,"Zwerchhau",false,3210,3,0,0,0,5141,1875,0,35,0,35,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,75,30,7504,false,0,25,58,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7513,"Moulinet",false,3215,3,0,0,0,5143,5277,0,35,0,52,false,6,false,false,false,true,false,false,false,false,false,0,true,true,3,6,0,true,5,200,75,30,0,false,0,25,58,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7514,"Vercure",false,3216,2,2,46,10,5166,1875,0,35,0,54,false,30,true,true,true,false,true,false,false,true,true,0,true,false,1,0,0,false,3,5,0,0,0,false,20,25,58,5,7,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7515,"Displacement",false,3211,4,0,0,0,5149,1875,0,35,4,40,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,350,7,-1,7,0,0,0,112,2,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
7516,"Redoublement",false,3213,3,0,0,0,5142,1875,0,35,0,50,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,75,30,7512,false,0,25,58,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7517,"Fleche",false,3212,4,0,0,0,5150,1875,0,35,0,45,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,3,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7518,"Acceleration",false,3214,4,0,0,0,5151,1875,0,35,0,50,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,350,4,0,0,0,0,0,112,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7519,"Contre Sixte",false,3217,4,0,0,0,5152,5279,0,35,0,56,false,25,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,true,0,450,5,-1,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7520,"Embolden",false,3218,4,0,0,0,5153,5280,0,35,0,58,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,15,0,false,0,0,0,0,0,true,0,1200,9,0,0,0,0,0,112,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7521,"Manafication",false,3219,4,0,0,0,5154,1875,0,35,0,60,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,1200,10,0,0,0,0,68118,112,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7522,"Impact",false,3222,2,1,44,3,5159,1875,0,35,0,66,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,3,32,1367,0,false,20,25,58,5,7,17,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7523,"Verraise",false,3221,2,0,46,10,5167,1875,0,35,0,64,false,30,false,true,true,false,true,false,false,false,false,1,true,false,1,0,0,false,3,30,0,0,0,false,100,25,58,5,7,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7524,"Jolt II",false,3220,2,1,44,3,5158,1875,0,35,0,62,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,3,62,399,0,false,20,25,58,5,7,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7525,"Verflare",false,3223,2,1,45,3,5168,1875,0,35,0,68,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,58,0,7529,false,0,25,58,5,1,0,0,0,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7526,"Verholy",false,3224,2,1,46,3,5169,1875,0,35,0,70,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,58,0,7529,false,0,25,58,5,7,0,0,68123,112,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7527,"Enchanted Riposte",false,3225,3,0,0,0,5144,1875,0,0,0,1,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,74,30,0,false,0,15,58,5,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7528,"Enchanted Zwerchhau",false,3226,3,0,0,0,5145,1875,0,0,0,35,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,74,25,7504,false,0,15,58,5,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7529,"Enchanted Redoublement",false,3227,3,0,0,0,5146,1875,0,0,0,50,false,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,100,74,25,7512,false,0,22,58,5,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7530,"Enchanted Moulinet",false,3228,3,0,0,0,5147,5278,0,0,0,52,false,6,false,false,false,true,false,false,false,false,false,0,true,true,3,6,0,true,5,200,74,30,0,false,0,15,58,5,7,0,0,0,112,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7531,"Rampart",false,801,4,0,0,0,5414,1875,0,-1,0,8,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7532,"Convalescence",false,804,4,0,0,0,5415,1875,0,-1,0,20,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7533,"Provoke",false,803,4,0,0,0,5416,1875,0,-1,0,16,true,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,400,25,0,0,0,0,0,113,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7534,"Awareness",false,807,4,0,0,0,5417,1875,0,-1,0,36,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7535,"Reprisal",false,806,4,0,0,0,5418,1875,0,-1,0,32,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,600,25,-1,7,0,0,0,113,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7536,"Anticipation",false,805,4,0,0,0,5419,1875,0,-1,0,24,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7537,"Shirk",false,810,4,0,0,0,5420,1875,0,-1,0,48,true,25,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7538,"Interject",false,808,4,0,0,0,5421,1875,0,-1,0,40,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,25,-1,7,0,0,0,113,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7539,"Ultimatum",false,809,4,0,0,0,5422,5423,0,-1,0,44,true,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,true,0,900,25,0,0,0,0,0,113,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7540,"Low Blow",false,802,4,0,0,0,5424,1875,0,-1,0,12,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,25,-1,7,0,0,0,113,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7541,"Second Wind",false,821,4,2,0,0,5425,1875,0,-1,0,8,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,118,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7542,"Bloodbath",false,823,4,0,0,0,5426,1875,0,-1,0,32,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,114,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7543,"Goad",false,826,4,0,0,0,5427,1875,0,-1,0,36,true,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,25,0,0,0,0,0,114,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7544,"Invigorate",false,825,4,0,0,0,5428,1875,0,-1,0,24,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,118,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7545,"Diversion",false,827,4,0,0,0,5429,1875,0,-1,0,20,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,119,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7546,"True North",false,830,4,0,0,0,5430,1875,0,-1,0,48,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1500,25,0,0,0,0,0,114,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7547,"Crutch",false,829,4,0,0,0,5431,1875,0,-1,0,44,true,30,false,true,false,false,false,false,false,false,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,114,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7548,"Arm's Length",false,822,4,0,0,0,5432,1875,0,-1,0,12,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,25,0,0,0,0,0,114,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7549,"Feint",false,828,4,0,0,0,5433,1875,0,-1,0,40,true,10,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,1200,25,-1,7,0,0,0,114,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7550,"Palisade",false,850,4,0,0,0,5434,1875,0,-1,0,48,true,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1500,25,-1,7,0,0,0,115,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7551,"Head Graze",false,848,4,0,0,0,5435,1875,0,-1,0,40,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,25,-1,7,0,0,0,115,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7552,"Arm Graze",false,849,4,0,0,0,5436,1875,0,-1,0,44,true,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,25,-1,7,0,0,0,115,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7553,"Foot Graze",false,842,4,0,0,0,5437,1875,0,-1,0,12,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,25,-1,7,0,0,0,115,3,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7554,"Leg Graze",false,843,4,0,0,0,5438,1875,0,-1,0,16,true,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,25,-1,7,0,0,0,115,2,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7555,"Tactician",false,846,4,0,0,0,5439,5440,0,-1,0,32,true,0,true,false,false,false,false,false,false,false,false,0,true,false,2,20,0,false,0,0,0,0,0,true,0,1800,25,0,0,0,0,0,115,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7556,"Refresh",false,847,4,0,0,0,5441,5442,0,-1,0,36,true,0,true,false,false,false,false,false,false,false,false,0,true,false,2,20,0,false,0,0,0,0,0,true,0,1800,25,0,0,0,0,0,115,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7557,"Peloton",false,844,4,0,0,0,5443,5444,0,-1,0,20,true,0,true,false,false,false,false,false,false,false,false,0,true,false,2,20,0,false,0,0,0,0,0,true,0,50,25,0,0,0,0,0,115,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7558,"Break",false,862,2,1,47,12,5445,1875,0,-1,0,12,true,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,0,0,0,0,false,25,25,58,5,7,0,0,0,120,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7559,"Surecast",false,869,4,0,0,0,5446,1875,0,-1,0,44,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,25,0,0,0,0,0,120,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7560,"Addle",false,861,4,0,0,0,5447,1875,0,-1,0,8,true,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,25,5,7,0,0,0,116,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7561,"Swiftcast",false,866,4,0,0,0,5448,1875,0,-1,0,32,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,25,0,0,0,0,0,120,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7562,"Lucid Dreaming",false,865,4,0,0,0,5449,1875,0,-1,0,24,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,120,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7563,"Apocatastasis",false,868,4,0,0,0,5450,1875,0,-1,0,40,true,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,116,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7564,"Drain",false,863,2,1,47,12,5451,1875,0,-1,0,16,true,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,3,5,0,0,0,false,25,25,58,5,7,0,0,0,116,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7565,"Mana Shift",false,867,4,0,0,0,5452,1875,0,-1,0,36,true,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1200,25,0,0,0,0,0,116,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7566,"Erase",false,870,4,0,0,0,5453,1875,0,-1,0,48,true,30,false,true,false,false,false,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,116,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7567,"Cleric Stance",false,881,4,0,0,0,5454,1875,0,-1,0,8,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,117,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7568,"Esuna",false,884,2,0,47,11,5455,1875,0,-1,0,20,true,30,true,true,true,false,true,true,false,true,true,0,true,false,1,0,0,false,3,5,0,0,0,false,10,25,58,0,0,0,0,0,117,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7569,"Eye for an Eye",false,887,4,0,0,0,5456,1875,0,-1,0,36,true,25,false,true,false,false,false,false,false,true,true,0,true,false,1,0,0,false,0,0,0,0,0,true,0,1800,25,0,0,0,0,0,117,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7570,"Largesse",false,888,4,0,0,0,5457,1875,0,-1,0,40,true,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,25,0,0,0,0,0,117,1,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7571,"Rescue",false,890,4,0,0,0,5458,1875,0,-1,0,48,true,30,false,true,false,false,false,false,false,false,false,0,true,false,1,0,0,false,0,0,42,0,0,true,0,1500,25,0,0,0,0,0,117,1,false,true,0,false,false,true,false,true,true,false,false,true,0,false,false
7572,"Protect",false,883,2,0,47,4,5459,5460,0,-1,0,16,true,30,true,true,false,false,false,false,false,false,false,0,true,false,2,15,0,false,3,0,0,0,0,false,30,25,58,0,0,0,0,0,117,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7573,"attack",false,405,1,0,0,0,2388,2389,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,false,true,2,2,0,true,0,0,0,0,0,true,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7574,"Aetherochemical Laser",false,405,3,0,20,0,4457,4458,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,33,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false,false
7575,"Aetherochemical Laser",false,405,3,0,21,0,4459,4460,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false,false
7576,"Aetherochemical Laser",false,405,3,0,22,0,4461,4462,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false,false
7577,"Aether Bend",false,405,3,0,0,0,1609,2193,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7578,"Light Pillar",false,405,3,0,8,24,3228,3268,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7579,"Citadel Buster",false,405,3,0,10,24,4573,4597,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,10,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7580,"Touchdown",false,405,3,0,0,0,4562,4586,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7581,"Supernova",false,405,3,0,13,24,3231,3271,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,60,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
7582,"Integrated Aetheromodulator",false,405,3,0,8,24,3205,3245,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,78,false,false,true,false,true,true,false,false,true,0,false,false
7583,"Diffractive Laser",false,405,3,0,8,24,3206,3246,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,3,false,false,true,false,true,true,false,false,true,0,false,false
7584,"",false,405,3,0,0,0,4609,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
7585,"",false,405,3,0,0,0,4610,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
